species,order,iucn,migratory,weight
Grallaria dignissima,Passeriformes,LC,False,0.5
Grallaria eludens,Passeriformes,LC,False,0.5
Grallaria ruficapilla,Passeriformes,LC,False,0.5
Grallaria watkinsi,Passeriformes,NT,False,1.0
Grallaria bangsi,Passeriformes,VU,False,1.5
Grallaria kaestneri,Passeriformes,EN,False,2.0
Grallaria andicolus,Passeriformes,LC,False,0.5
Grallaria griseonucha,Passeriformes,LC,False,0.5
Grallaria ridgelyi,Passeriformes,EN,False,2.0
Grallaria nuchalis,Passeriformes,LC,False,0.5
Grallaria carrikeri,Passeriformes,LC,False,0.5
Grallaria albigula,Passeriformes,LC,False,0.5
Grallaria flavotincta,Passeriformes,LC,False,0.5
Grallaria hypoleuca,Passeriformes,LC,False,0.5
Grallaria przewalskii,Passeriformes,LC,False,0.5
Grallaria capitalis,Passeriformes,LC,False,0.5
Grallaria erythroleuca,Passeriformes,LC,False,0.5
Grallaria spatiator,Passeriformes,,False,0.25
Grallaria saltuensis,Passeriformes,NT,False,1.0
Grallaria rufula,Passeriformes,LC,False,0.5
Grallaria rufocinerea,Passeriformes,LC,False,0.5
Grallaria alvarezi,Passeriformes,,False,0.25
Grallaria saturata,Passeriformes,,False,0.25
Grallaria cajamarcae,Passeriformes,,False,0.25
Grallaria blakei,Passeriformes,LC,False,0.5
Grallaria gravesi,Passeriformes,,False,0.25
Grallaria oneilli,Passeriformes,,False,0.25
Grallaria obscura,Passeriformes,,False,0.25
Grallaria centralis,Passeriformes,,False,0.25
Grallaria ayacuchensis,Passeriformes,,False,0.25
Grallaria occabambae,Passeriformes,,False,0.25
Grallaria sinaensis,Passeriformes,,False,0.25
Grallaria cochabambae,Passeriformes,,False,0.25
Grallaria quitensis,Passeriformes,LC,False,0.5
Grallaria alticola,Passeriformes,LC,False,0.5
Grallaria atuensis,Passeriformes,LC,False,0.5
Grallaria milleri,Passeriformes,VU,False,1.5
Grallaria fenwickorum,Passeriformes,CR,False,2.5
Grallaria erythrotis,Passeriformes,LC,False,0.5
Cryptopezus nattereri,Passeriformes,LC,False,0.5
Hylopezus perspicillatus,Passeriformes,LC,False,0.5
Hylopezus macularius,Passeriformes,LC,False,0.5
Hylopezus paraensis,Passeriformes,,False,0.25
Hylopezus whittakeri,Passeriformes,,False,0.25
Hylopezus auricularis,Passeriformes,VU,False,1.5
Hylopezus ochroleucus,Passeriformes,LC,False,0.5
Myrmothera fulviventris,Passeriformes,LC,False,0.5
Myrmothera berlepschi,Passeriformes,LC,False,0.5
Myrmothera dives,Passeriformes,LC,False,0.5
Myrmothera simplex,Passeriformes,LC,False,0.5
Myrmothera campanisona,Passeriformes,LC,False,0.5
Myrmothera subcanescens,Passeriformes,LC,False,0.5
Grallaricula flavirostris,Passeriformes,LC,False,0.5
Grallaricula loricata,Passeriformes,NT,False,1.0
Grallaricula cucullata,Passeriformes,NT,False,1.0
Grallaricula peruviana,Passeriformes,NT,False,1.0
Grallaricula ochraceifrons,Passeriformes,VU,False,1.5
Grallaricula ferrugineipectus,Passeriformes,LC,False,0.5
Grallaricula leymebambae,Passeriformes,LC,False,0.5
Grallaricula nana,Passeriformes,LC,False,0.5
Grallaricula cumanensis,Passeriformes,VU,False,1.5
Grallaricula lineifrons,Passeriformes,LC,False,0.5
Conopophaga lineata,Passeriformes,LC,False,0.5
Conopophaga aurita,Passeriformes,LC,False,0.5
Conopophaga snethlageae,Passeriformes,LC,False,0.5
Conopophaga roberti,Passeriformes,LC,False,0.5
Conopophaga peruviana,Passeriformes,LC,False,0.5
Conopophaga cearae,Passeriformes,NT,False,1.0
Conopophaga ardesiaca,Passeriformes,LC,False,0.5
Conopophaga castaneiceps,Passeriformes,LC,False,0.5
Conopophaga melanops,Passeriformes,LC,False,0.5
Conopophaga melanogaster,Passeriformes,LC,False,0.5
Pittasoma michleri,Passeriformes,LC,False,0.5
Pittasoma rufopileatum,Passeriformes,LC,False,0.5
Acropternis orthonyx,Passeriformes,LC,False,0.5
Pteroptochos castaneus,Passeriformes,LC,False,0.5
Pteroptochos tarnii,Passeriformes,LC,False,0.5
Pteroptochos megapodius,Passeriformes,LC,False,0.5
Scelorchilus albicollis,Passeriformes,LC,False,0.5
Scelorchilus rubecula,Passeriformes,LC,False,0.5
Rhinocrypta lanceolata,Passeriformes,LC,False,0.5
Teledromas fuscus,Passeriformes,LC,False,0.5
Liosceles thoracicus,Passeriformes,LC,False,0.5
Psilorhamphus guttatus,Passeriformes,LC,False,0.5
Merulaxis ater,Passeriformes,LC,False,0.5
Merulaxis stresemanni,Passeriformes,CR,False,2.5
Eugralla paradoxa,Passeriformes,LC,False,0.5
Myornis senilis,Passeriformes,LC,False,0.5
Eleoscytalopus indigoticus,Passeriformes,LC,False,0.5
Eleoscytalopus psychopompus,Passeriformes,EN,False,2.0
Scytalopus iraiensis,Passeriformes,VU,False,1.5
Scytalopus diamantinensis,Passeriformes,EN,False,2.0
Scytalopus novacapitalis,Passeriformes,EN,False,2.0
Scytalopus petrophilus,Passeriformes,LC,False,0.5
Scytalopus pachecoi,Passeriformes,LC,False,0.5
Scytalopus gonzagai,Passeriformes,EN,False,2.0
Scytalopus speluncae,Passeriformes,LC,False,0.5
Scytalopus fuscus,Passeriformes,LC,False,0.5
Scytalopus magellanicus,Passeriformes,LC,False,0.5
Scytalopus affinis,Passeriformes,LC,False,0.5
Scytalopus krabbei,Passeriformes,,False,0.25
Scytalopus androstictus,Passeriformes,,False,0.25
Scytalopus opacus,Passeriformes,LC,False,0.5
Scytalopus canus,Passeriformes,NT,False,1.0
Scytalopus superciliaris,Passeriformes,LC,False,0.5
Scytalopus zimmeri,Passeriformes,LC,False,0.5
Scytalopus simonsi,Passeriformes,LC,False,0.5
Scytalopus schulenbergi,Passeriformes,LC,False,0.5
Scytalopus urubambae,Passeriformes,LC,False,0.5
Scytalopus whitneyi,Passeriformes,,False,0.25
Scytalopus frankeae,Passeriformes,,False,0.25
Scytalopus altirostris,Passeriformes,LC,False,0.5
Scytalopus parvirostris,Passeriformes,LC,False,0.5
Scytalopus bolivianus,Passeriformes,LC,False,0.5
Scytalopus atratus,Passeriformes,LC,False,0.5
Scytalopus sanctaemartae,Passeriformes,NT,False,1.0
Scytalopus micropterus,Passeriformes,LC,False,0.5
Scytalopus femoralis,Passeriformes,LC,False,0.5
Scytalopus intermedius,Passeriformes,,False,0.25
Scytalopus macropus,Passeriformes,LC,False,0.5
Scytalopus gettyae,Passeriformes,NT,False,1.0
Scytalopus unicolor,Passeriformes,NT,False,1.0
Scytalopus acutirostris,Passeriformes,LC,False,0.5
Scytalopus latrans,Passeriformes,LC,False,0.5
Scytalopus argentifrons,Passeriformes,LC,False,0.5
Scytalopus vicinior,Passeriformes,LC,False,0.5
Scytalopus panamensis,Passeriformes,NT,False,1.0
Scytalopus chocoensis,Passeriformes,LC,False,0.5
Scytalopus rodriguezi,Passeriformes,EN,False,2.0
Scytalopus stilesi,Passeriformes,LC,False,0.5
Scytalopus alvarezlopezi,Passeriformes,NT,False,1.0
Scytalopus robbinsi,Passeriformes,EN,False,2.0
Scytalopus caracae,Passeriformes,LC,False,0.5
Scytalopus griseicollis,Passeriformes,LC,False,0.5
Scytalopus latebricola,Passeriformes,NT,False,1.0
Scytalopus perijanus,Passeriformes,NT,False,1.0
Scytalopus meridanus,Passeriformes,LC,False,0.5
Scytalopus parkeri,Passeriformes,LC,False,0.5
Scytalopus spillmanni,Passeriformes,LC,False,0.5
Melanopareia torquata,Passeriformes,LC,False,0.5
Melanopareia maximiliani,Passeriformes,LC,False,0.5
Melanopareia maranonica,Passeriformes,LC,False,0.5
Melanopareia elegans,Passeriformes,LC,False,0.5
Piprites griseiceps,Passeriformes,LC,False,0.5
Piprites chloris,Passeriformes,LC,False,0.5
Piprites pileata,Passeriformes,NT,False,1.0
Phyllomyias virescens,Passeriformes,LC,False,0.5
Phyllomyias reiseri,Passeriformes,LC,False,0.5
Phyllomyias urichi,Passeriformes,EN,False,2.0
Phyllomyias sclateri,Passeriformes,LC,False,0.5
Phyllomyias weedeni,Passeriformes,VU,False,1.5
Phyllomyias fasciatus,Passeriformes,LC,False,0.5
Phyllomyias griseiceps,Passeriformes,LC,False,0.5
Phyllomyias plumbeiceps,Passeriformes,LC,False,0.5
Phyllomyias griseocapilla,Passeriformes,NT,False,1.0
Phyllomyias burmeisteri,Passeriformes,LC,False,0.5
Phyllomyias zeledoni,Passeriformes,LC,False,0.5
Phyllomyias nigrocapillus,Passeriformes,LC,False,0.5
Phyllomyias cinereiceps,Passeriformes,LC,False,0.5
Phyllomyias uropygialis,Passeriformes,LC,False,0.5
Tyrannulus elatus,Passeriformes,LC,False,0.5
Myiopagis gaimardii,Passeriformes,LC,False,0.5
Myiopagis parambae,Passeriformes,LC,False,0.5
Myiopagis cinerea,Passeriformes,LC,False,0.5
Myiopagis caniceps,Passeriformes,LC,False,0.5
Myiopagis olallai,Passeriformes,LC,False,0.5
Myiopagis subplacens,Passeriformes,LC,False,0.5
Myiopagis flavivertex,Passeriformes,LC,False,0.5
Myiopagis viridicata,Passeriformes,LC,True,2.0
Myiopagis cotta,Passeriformes,LC,False,0.5
Elaenia flavogaster,Passeriformes,LC,False,0.5
Elaenia martinica,Passeriformes,LC,False,0.5
Elaenia spectabilis,Passeriformes,LC,True,2.0
Elaenia ridleyana,Passeriformes,VU,False,1.5
Elaenia albiceps,Passeriformes,LC,False,0.5
Elaenia chilensis,Passeriformes,,True,1.0
Elaenia parvirostris,Passeriformes,LC,True,2.0
Elaenia mesoleuca,Passeriformes,LC,True,2.0
Elaenia strepera,Passeriformes,LC,True,2.0
Elaenia gigas,Passeriformes,LC,False,0.5
Elaenia pelzelni,Passeriformes,LC,False,0.5
Elaenia cristata,Passeriformes,LC,False,0.5
Elaenia chiriquensis,Passeriformes,LC,True,2.0
Elaenia brachyptera,Passeriformes,LC,False,0.5
Elaenia ruficeps,Passeriformes,LC,False,0.5
Elaenia frantzii,Passeriformes,LC,False,0.5
Elaenia obscura,Passeriformes,LC,False,0.5
Elaenia sordida,Passeriformes,LC,False,0.5
Elaenia dayi,Passeriformes,LC,False,0.5
Elaenia pallatangae,Passeriformes,LC,False,0.5
Elaenia olivina,Passeriformes,LC,False,0.5
Elaenia fallax,Passeriformes,LC,False,0.5
Elaenia cherriei,Passeriformes,LC,False,0.5
Ornithion semiflavum,Passeriformes,LC,False,0.5
Ornithion brunneicapillus,Passeriformes,LC,False,0.5
Ornithion inerme,Passeriformes,LC,False,0.5
Camptostoma imberbe,Passeriformes,LC,False,0.5
Camptostoma obsoletum,Passeriformes,LC,False,0.5
Suiriri suiriri,Passeriformes,LC,True,2.0
Mecocerculus leucophrys,Passeriformes,LC,False,0.5
Mecocerculus poecilocercus,Passeriformes,LC,False,0.5
Mecocerculus hellmayri,Passeriformes,LC,False,0.5
Mecocerculus calopterus,Passeriformes,LC,False,0.5
Mecocerculus minor,Passeriformes,LC,False,0.5
Mecocerculus stictopterus,Passeriformes,LC,False,0.5
Anairetes nigrocristatus,Passeriformes,LC,False,0.5
Anairetes reguloides,Passeriformes,LC,False,0.5
Anairetes alpinus,Passeriformes,EN,False,2.0
Anairetes flavirostris,Passeriformes,LC,False,0.5
Anairetes parulus,Passeriformes,LC,False,0.5
Anairetes fernandezianus,Passeriformes,EN,False,2.0
Uromyias agilis,Passeriformes,LC,False,0.5
Uromyias agraphia,Passeriformes,LC,False,0.5
Serpophaga cinerea,Passeriformes,LC,False,0.5
Serpophaga hypoleuca,Passeriformes,LC,False,0.5
Serpophaga nigricans,Passeriformes,LC,False,0.5
Serpophaga subcristata,Passeriformes,LC,False,0.5
Serpophaga griseicapilla,Passeriformes,LC,True,2.0
Nesotriccus ridgwayi,Passeriformes,VU,False,1.5
Phaeomyias murina,Passeriformes,LC,False,0.5
Phaeomyias tumbezana,Passeriformes,LC,False,0.5
Nesotriccus maranonicus,Passeriformes,,False,0.25
Capsiempis flaveola,Passeriformes,LC,False,0.5
Polystictus pectoralis,Passeriformes,NT,True,4.0
Polystictus superciliaris,Passeriformes,LC,False,0.5
Pseudocolopteryx dinelliana,Passeriformes,NT,True,4.0
Pseudocolopteryx sclateri,Passeriformes,LC,False,0.5
Pseudocolopteryx acutipennis,Passeriformes,LC,True,2.0
Pseudocolopteryx flaviventris,Passeriformes,LC,False,0.5
Pseudocolopteryx citreola,Passeriformes,LC,True,2.0
Pseudotriccus pelzelni,Passeriformes,LC,False,0.5
Pseudotriccus simplex,Passeriformes,LC,False,0.5
Pseudotriccus ruficeps,Passeriformes,LC,False,0.5
Corythopis torquatus,Passeriformes,LC,False,0.5
Corythopis delalandi,Passeriformes,LC,False,0.5
Euscarthmus meloryphus,Passeriformes,LC,False,0.5
Euscarthmus fulviceps,Passeriformes,LC,False,0.5
Euscarthmus rufomarginatus,Passeriformes,LC,False,0.5
Pseudelaenia leucospodia,Passeriformes,LC,False,0.5
Stigmatura napensis,Passeriformes,LC,False,0.5
Stigmatura bahiae,Passeriformes,LC,False,0.5
Stigmatura budytoides,Passeriformes,LC,True,2.0
Zimmerius vilissimus,Passeriformes,LC,False,0.5
Zimmerius parvus,Passeriformes,LC,False,0.5
Zimmerius improbus,Passeriformes,LC,False,0.5
Zimmerius petersi,Passeriformes,LC,False,0.5
Zimmerius bolivianus,Passeriformes,LC,False,0.5
Zimmerius cinereicapilla,Passeriformes,LC,False,0.5
Zimmerius villarejoi,Passeriformes,LC,False,0.5
Zimmerius chicomendesi,Passeriformes,NT,False,1.0
Zimmerius gracilipes,Passeriformes,LC,False,0.5
Zimmerius acer,Passeriformes,LC,False,0.5
Zimmerius chrysops,Passeriformes,LC,False,0.5
Zimmerius minimus,Passeriformes,,False,0.25
Zimmerius albigularis,Passeriformes,LC,False,0.5
Zimmerius flavidifrons,Passeriformes,,False,0.25
Zimmerius viridiflavus,Passeriformes,LC,False,0.5
Pogonotriccus poecilotis,Passeriformes,LC,False,0.5
Pogonotriccus chapmani,Passeriformes,LC,False,0.5
Pogonotriccus ophthalmicus,Passeriformes,LC,False,0.5
Pogonotriccus orbitalis,Passeriformes,LC,False,0.5
Pogonotriccus venezuelanus,Passeriformes,NT,False,1.0
Pogonotriccus lanyoni,Passeriformes,VU,False,1.5
Pogonotriccus eximius,Passeriformes,NT,False,1.0
Phylloscartes paulista,Passeriformes,NT,False,1.0
Phylloscartes difficilis,Passeriformes,LC,False,0.5
Phylloscartes ventralis,Passeriformes,LC,False,0.5
Phylloscartes ceciliae,Passeriformes,CR,False,2.5
Phylloscartes kronei,Passeriformes,LC,False,0.5
Phylloscartes beckeri,Passeriformes,EN,False,2.0
Phylloscartes flavovirens,Passeriformes,LC,False,0.5
Phylloscartes virescens,Passeriformes,LC,False,0.5
Phylloscartes gualaquizae,Passeriformes,LC,False,0.5
Phylloscartes nigrifrons,Passeriformes,LC,False,0.5
Phylloscartes superciliaris,Passeriformes,LC,False,0.5
Phylloscartes flaviventris,Passeriformes,NT,False,1.0
Phylloscartes parkeri,Passeriformes,LC,False,0.5
Phylloscartes roquettei,Passeriformes,EN,False,2.0
Phylloscartes oustaleti,Passeriformes,LC,False,0.5
Phylloscartes sylviolus,Passeriformes,LC,False,0.5
Mionectes striaticollis,Passeriformes,LC,False,0.5
Mionectes olivaceus,Passeriformes,LC,False,0.5
Mionectes galbinus,Passeriformes,LC,False,0.5
Mionectes oleagineus,Passeriformes,LC,False,0.5
Mionectes macconnelli,Passeriformes,LC,False,0.5
Mionectes roraimae,Passeriformes,LC,False,0.5
Mionectes rufiventris,Passeriformes,LC,False,0.5
Leptopogon amaurocephalus,Passeriformes,LC,False,0.5
Leptopogon superciliaris,Passeriformes,LC,False,0.5
Leptopogon albidiventer,Passeriformes,LC,False,0.5
Leptopogon rufipectus,Passeriformes,LC,False,0.5
Leptopogon taczanowskii,Passeriformes,LC,False,0.5
Guyramemua affinis,Passeriformes,NT,False,1.0
Sublegatus arenarum,Passeriformes,LC,False,0.5
Sublegatus obscurior,Passeriformes,LC,False,0.5
Sublegatus modestus,Passeriformes,LC,False,0.5
Inezia tenuirostris,Passeriformes,LC,False,0.5
Inezia inornata,Passeriformes,LC,True,2.0
Inezia subflava,Passeriformes,LC,False,0.5
Inezia caudata,Passeriformes,LC,False,0.5
Myiophobus flavicans,Passeriformes,LC,False,0.5
Myiophobus phoenicomitra,Passeriformes,LC,False,0.5
Myiophobus inornatus,Passeriformes,LC,False,0.5
Myiophobus roraimae,Passeriformes,LC,False,0.5
Myiophobus cryptoxanthus,Passeriformes,LC,False,0.5
Myiophobus fasciatus,Passeriformes,LC,True,2.0
Myiophobus crypterythrus,Passeriformes,LC,False,0.5
Myiophobus rufescens,Passeriformes,LC,False,0.5
Nephelomyias pulcher,Passeriformes,LC,False,0.5
Nephelomyias lintoni,Passeriformes,LC,False,0.5
Nephelomyias ochraceiventris,Passeriformes,LC,False,0.5
Myiotriccus ornatus,Passeriformes,LC,False,0.5
Myiotriccus phoenicurus,Passeriformes,LC,False,0.5
Tachuris rubrigastra,Passeriformes,LC,False,0.5
Culicivora caudacuta,Passeriformes,LC,False,0.5
Hemitriccus diops,Passeriformes,LC,False,0.5
Hemitriccus obsoletus,Passeriformes,LC,False,0.5
Hemitriccus flammulatus,Passeriformes,LC,False,0.5
Hemitriccus minor,Passeriformes,LC,False,0.5
Hemitriccus spodiops,Passeriformes,LC,False,0.5
Hemitriccus cohnhafti,Passeriformes,NT,False,1.0
Hemitriccus josephinae,Passeriformes,LC,False,0.5
Hemitriccus zosterops,Passeriformes,LC,False,0.5
Hemitriccus griseipectus,Passeriformes,LC,False,0.5
Hemitriccus minimus,Passeriformes,LC,False,0.5
Hemitriccus orbitatus,Passeriformes,LC,False,0.5
Hemitriccus iohannis,Passeriformes,LC,False,0.5
Hemitriccus striaticollis,Passeriformes,LC,False,0.5
Hemitriccus nidipendulus,Passeriformes,LC,False,0.5
Hemitriccus margaritaceiventer,Passeriformes,LC,False,0.5
Hemitriccus inornatus,Passeriformes,LC,False,0.5
Hemitriccus granadensis,Passeriformes,LC,False,0.5
Hemitriccus mirandae,Passeriformes,VU,False,1.5
Hemitriccus cinnamomeipectus,Passeriformes,LC,False,0.5
Hemitriccus kaempferi,Passeriformes,VU,False,1.5
Hemitriccus rufigularis,Passeriformes,LC,False,0.5
Hemitriccus furcatus,Passeriformes,VU,False,1.5
Myiornis auricularis,Passeriformes,LC,False,0.5
Myiornis albiventris,Passeriformes,LC,False,0.5
Myiornis atricapillus,Passeriformes,LC,False,0.5
Myiornis ecaudatus,Passeriformes,LC,False,0.5
Oncostoma cinereigulare,Passeriformes,LC,False,0.5
Oncostoma olivaceum,Passeriformes,LC,False,0.5
Lophotriccus pileatus,Passeriformes,LC,False,0.5
Lophotriccus eulophotes,Passeriformes,LC,False,0.5
Lophotriccus vitiosus,Passeriformes,LC,False,0.5
Lophotriccus galeatus,Passeriformes,LC,False,0.5
Atalotriccus pilaris,Passeriformes,LC,False,0.5
Poecilotriccus ruficeps,Passeriformes,LC,False,0.5
Poecilotriccus luluae,Passeriformes,LC,False,0.5
Poecilotriccus albifacies,Passeriformes,LC,False,0.5
Poecilotriccus capitalis,Passeriformes,LC,False,0.5
Poecilotriccus senex,Passeriformes,LC,False,0.5
Poecilotriccus russatus,Passeriformes,LC,False,0.5
Poecilotriccus plumbeiceps,Passeriformes,LC,False,0.5
Poecilotriccus fumifrons,Passeriformes,LC,False,0.5
Poecilotriccus latirostris,Passeriformes,LC,False,0.5
Poecilotriccus sylvia,Passeriformes,LC,False,0.5
Poecilotriccus calopterus,Passeriformes,LC,False,0.5
Poecilotriccus pulchellus,Passeriformes,LC,False,0.5
Taeniotriccus andrei,Passeriformes,LC,False,0.5
Todirostrum maculatum,Passeriformes,LC,False,0.5
Todirostrum poliocephalum,Passeriformes,LC,False,0.5
Todirostrum cinereum,Passeriformes,LC,False,0.5
Todirostrum viridanum,Passeriformes,LC,False,0.5
Todirostrum pictum,Passeriformes,LC,False,0.5
Todirostrum chrysocrotaphum,Passeriformes,LC,False,0.5
Todirostrum nigriceps,Passeriformes,LC,False,0.5
Cnipodectes subbrunneus,Passeriformes,LC,False,0.5
Cnipodectes superrufus,Passeriformes,VU,False,1.5
Rhynchocyclus pacificus,Passeriformes,LC,False,0.5
Rhynchocyclus brevirostris,Passeriformes,LC,False,0.5
Rhynchocyclus fulvipectus,Passeriformes,LC,False,0.5
Rhynchocyclus aequinoctialis,Passeriformes,LC,False,0.5
Rhynchocyclus olivaceus,Passeriformes,LC,False,0.5
Tolmomyias sulphurescens,Passeriformes,LC,False,0.5
Tolmomyias traylori,Passeriformes,LC,False,0.5
Tolmomyias flavotectus,Passeriformes,LC,False,0.5
Tolmomyias assimilis,Passeriformes,LC,False,0.5
Tolmomyias poliocephalus,Passeriformes,LC,False,0.5
Tolmomyias flaviventris,Passeriformes,LC,False,0.5
Tolmomyias viridiceps,Passeriformes,LC,False,0.5
Calyptura cristata,Passeriformes,CR,False,2.5
Platyrinchus saturatus,Passeriformes,LC,False,0.5
Platyrinchus cancrominus,Passeriformes,LC,False,0.5
Platyrinchus mystaceus,Passeriformes,LC,False,0.5
Platyrinchus albogularis,Passeriformes,LC,False,0.5
Platyrinchus coronatus,Passeriformes,LC,False,0.5
Platyrinchus flavigularis,Passeriformes,LC,False,0.5
Platyrinchus platyrhynchos,Passeriformes,LC,False,0.5
Platyrinchus leucoryphus,Passeriformes,VU,False,1.5
Neopipo cinnamomea,Passeriformes,LC,False,0.5
Pyrrhomyias cinnamomeus,Passeriformes,LC,False,0.5
Hirundinea ferruginea,Passeriformes,LC,True,2.0
Hirundinea bellicosa,Passeriformes,LC,False,0.5
Lathrotriccus euleri,Passeriformes,LC,False,0.5
Lathrotriccus griseipectus,Passeriformes,LC,False,0.5
Aphanotriccus capitalis,Passeriformes,VU,False,1.5
Aphanotriccus audax,Passeriformes,NT,False,1.0
Cnemotriccus fuscatus,Passeriformes,LC,False,0.5
Xenotriccus callizonus,Passeriformes,LC,False,0.5
Xenotriccus mexicanus,Passeriformes,LC,False,0.5
Sayornis phoebe,Passeriformes,LC,True,2.0
Sayornis nigricans,Passeriformes,LC,False,0.5
Sayornis saya,Passeriformes,LC,True,2.0
Mitrephanes phaeocercus,Passeriformes,LC,False,0.5
Mitrephanes olivaceus,Passeriformes,LC,False,0.5
Contopus cooperi,Passeriformes,NT,True,4.0
Contopus pertinax,Passeriformes,LC,False,0.5
Contopus lugubris,Passeriformes,LC,False,0.5
Contopus fumigatus,Passeriformes,LC,False,0.5
Contopus ochraceus,Passeriformes,LC,False,0.5
Contopus sordidulus,Passeriformes,LC,True,2.0
Contopus virens,Passeriformes,LC,True,2.0
Contopus bogotensis,Passeriformes,LC,False,0.5
Contopus punensis,Passeriformes,LC,False,0.5
Contopus cinereus,Passeriformes,LC,False,0.5
Contopus albogularis,Passeriformes,LC,False,0.5
Contopus nigrescens,Passeriformes,LC,False,0.5
Contopus caribaeus,Passeriformes,LC,False,0.5
Contopus hispaniolensis,Passeriformes,LC,False,0.5
Contopus pallidus,Passeriformes,LC,False,0.5
Contopus latirostris,Passeriformes,LC,False,0.5
Empidonax flaviventris,Passeriformes,LC,True,2.0
Empidonax virescens,Passeriformes,LC,True,2.0
Empidonax traillii,Passeriformes,LC,True,2.0
Empidonax alnorum,Passeriformes,LC,True,2.0
Empidonax albigularis,Passeriformes,LC,False,0.5
Empidonax minimus,Passeriformes,LC,True,2.0
Empidonax hammondii,Passeriformes,LC,True,2.0
Empidonax oberholseri,Passeriformes,LC,True,2.0
Empidonax wrightii,Passeriformes,LC,True,2.0
Empidonax affinis,Passeriformes,LC,False,0.5
Empidonax difficilis,Passeriformes,LC,True,2.0
Empidonax occidentalis,Passeriformes,LC,False,0.5
Empidonax flavescens,Passeriformes,LC,False,0.5
Empidonax fulvifrons,Passeriformes,LC,False,0.5
Empidonax atriceps,Passeriformes,LC,False,0.5
Pyrocephalus rubinus,Passeriformes,LC,True,2.0
Pyrocephalus obscurus,Passeriformes,,False,0.25
Pyrocephalus nanus,Passeriformes,NT,False,1.0
Pyrocephalus dubius,Passeriformes,EX,False,0.25
Ochthornis littoralis,Passeriformes,LC,False,0.5
Satrapa icterophrys,Passeriformes,LC,True,2.0
Muscisaxicola fluviatilis,Passeriformes,LC,False,0.5
Muscisaxicola maculirostris,Passeriformes,LC,True,2.0
Muscisaxicola albifrons,Passeriformes,LC,False,0.5
Muscisaxicola flavinucha,Passeriformes,LC,True,2.0
Muscisaxicola alpinus,Passeriformes,LC,False,0.5
Muscisaxicola griseus,Passeriformes,LC,False,0.5
Muscisaxicola cinereus,Passeriformes,LC,False,0.5
Muscisaxicola rufivertex,Passeriformes,LC,False,0.5
Muscisaxicola occipitalis,Passeriformes,LC,False,0.5
Muscisaxicola maclovianus,Passeriformes,LC,True,2.0
Muscisaxicola albilora,Passeriformes,LC,True,2.0
Muscisaxicola capistratus,Passeriformes,LC,True,2.0
Muscisaxicola juninensis,Passeriformes,LC,False,0.5
Muscisaxicola frontalis,Passeriformes,LC,True,2.0
Lessonia oreas,Passeriformes,LC,False,0.5
Lessonia rufa,Passeriformes,LC,True,2.0
Hymenops perspicillatus,Passeriformes,LC,False,0.5
Knipolegus cyanirostris,Passeriformes,LC,True,2.0
Knipolegus signatus,Passeriformes,LC,False,0.5
Knipolegus cabanisi,Passeriformes,LC,False,0.5
Knipolegus striaticeps,Passeriformes,LC,False,0.5
Knipolegus aterrimus,Passeriformes,LC,True,2.0
Knipolegus heterogyna,Passeriformes,LC,False,0.5
Knipolegus hudsoni,Passeriformes,LC,True,2.0
Knipolegus poecilurus,Passeriformes,LC,False,0.5
Knipolegus orenocensis,Passeriformes,LC,False,0.5
Knipolegus sclateri,Passeriformes,LC,False,0.5
Knipolegus poecilocercus,Passeriformes,LC,False,0.5
Knipolegus lophotes,Passeriformes,LC,False,0.5
Knipolegus nigerrimus,Passeriformes,LC,False,0.5
Knipolegus franciscanus,Passeriformes,LC,False,0.5
Cnemarchus erythropygius,Passeriformes,LC,False,0.5
Polioxolmis rufipennis,Passeriformes,LC,False,0.5
Xolmis velatus,Passeriformes,LC,False,0.5
Xolmis irupero,Passeriformes,LC,False,0.5
Xolmis pyrope,Passeriformes,LC,False,0.5
Xolmis cinereus,Passeriformes,LC,False,0.5
Xolmis coronatus,Passeriformes,LC,True,2.0
Xolmis rubetra,Passeriformes,LC,False,0.5
Xolmis salinarum,Passeriformes,LC,False,0.5
Neoxolmis rufiventris,Passeriformes,LC,True,2.0
Myiotheretes striaticollis,Passeriformes,LC,False,0.5
Myiotheretes fuscorufus,Passeriformes,LC,False,0.5
Myiotheretes pernix,Passeriformes,EN,False,2.0
Myiotheretes fumigatus,Passeriformes,LC,False,0.5
Agriornis montanus,Passeriformes,LC,False,0.5
Agriornis murinus,Passeriformes,LC,True,2.0
Agriornis albicauda,Passeriformes,VU,False,1.5
Agriornis micropterus,Passeriformes,LC,True,2.0
Agriornis lividus,Passeriformes,LC,False,0.5
Gubernetes yetapa,Passeriformes,LC,False,0.5
Muscipipra vetula,Passeriformes,LC,False,0.5
Fluvicola pica,Passeriformes,LC,False,0.5
Fluvicola albiventer,Passeriformes,LC,False,0.5
Fluvicola nengeta,Passeriformes,LC,False,0.5
Arundinicola leucocephala,Passeriformes,LC,False,0.5
Xolmis dominicanus,Passeriformes,VU,False,1.5
Alectrurus tricolor,Passeriformes,VU,False,1.5
Alectrurus risora,Passeriformes,VU,False,1.5
Ochthoeca salvini,Passeriformes,NT,False,1.0
Silvicultrix frontalis,Passeriformes,LC,False,0.5
Silvicultrix spodionota,Passeriformes,,False,0.25
Silvicultrix pulchella,Passeriformes,LC,False,0.5
Silvicultrix diadema,Passeriformes,LC,False,0.5
