farm_id,n_turbines,centroid_lat,centroid_lon,hub_height,rotor_diam,capacity_kw,hub_height_imputed,rotor_diam_imputed,capacity_imputed,pc1_angle,explained_var_ratio,aep_000,aep_010,aep_020,aep_030,aep_040,aep_050,aep_060,aep_070,aep_080,aep_090,aep_100,aep_110,aep_120,aep_130,aep_140,aep_150,aep_160,aep_170
1556.0,123,42.5927,-2.378,108.0,163.0,5900.0,False,False,False,165.17,0.9174,1893826835.0,1898348727.0,1894088249.0,1881610575.0,1850753602.0,1812008894.0,1772925263.0,1722866168.0,1676973140.0,1641830234.0,1628472662.0,1624103268.0,1627008915.0,1653037567.0,1684810709.0,1713331533.0,1749692757.0,1786396023.0
713.0,123,51.6872,-3.5954,89.5,90.0,3000.0,False,False,False,10.02,0.8919,1041330704.0,1041140604.0,1041112933.0,1041257540.0,1040523773.0,1040385549.0,1039338497.0,1038885127.0,1038339006.0,1036920079.0,1036874300.0,1036697820.0,1036770391.0,1036897800.0,1037057859.0,1037937444.0,1037796123.0,1037159295.0
2289.0,123,38.7504,-1.0291,35.7,47.0,2000.0,False,False,True,37.97,0.8852,116033988.0,114311906.0,112301827.0,109945802.0,107168732.0,104561823.0,102607765.0,102668981.0,105363604.0,109438399.0,113219780.0,115593885.0,117391671.0,118649278.0,119349556.0,119259901.0,118633601.0,117402970.0
2009.0,119,53.1117,5.4697,109.0,62.0,1300.0,False,False,False,75.08,0.8551,433174088.0,433158263.0,433403786.0,433614280.0,433714926.0,433976564.0,433828707.0,434029037.0,434172941.0,433802696.0,433668167.0,433285249.0,433167490.0,432773594.0,432200795.0,432011212.0,431618862.0,431471384.0
319.0,119,53.6389,7.7755,135.0,71.0,600.0,False,False,False,179.07,0.6769,417238738.0,417089469.0,416718523.0,416536317.0,416193061.0,415768920.0,415446199.0,415259290.0,414983772.0,414840946.0,414778814.0,414623214.0,414475731.0,414406354.0,414688201.0,414625546.0,414536213.0,414595263.0
564.0,118,50.0526,7.5637,136.0,92.0,2350.0,False,False,False,27.79,0.7738,955704812.0,955350420.0,954489807.0,953499245.0,952050370.0,949564372.0,947828961.0,945783289.0,944269527.0,943641503.0,942874155.0,942793670.0,942190428.0,941993106.0,941508085.0,940499439.0,939478858.0,938975388.0
2674.0,118,48.8497,4.5955,80.0,92.5,2050.0,False,False,False,178.91,0.834,460411890.0,460283508.0,460309987.0,460226781.0,459756678.0,459229126.0,458325618.0,457727480.0,457293027.0,456451606.0,456514942.0,456733525.0,456738084.0,456901399.0,456870823.0,457059177.0,456936574.0,456655679.0
368.0,118,51.8747,13.5285,98.0,70.0,1800.0,False,False,False,171.92,0.8664,421423527.0,421150230.0,421025508.0,421407675.0,420440362.0,419735307.0,419377108.0,418473930.0,417635094.0,416790458.0,416621826.0,416426822.0,415708141.0,416251841.0,416612612.0,416516549.0,417119405.0,417359016.0
2767.0,117,36.514,-5.8937,70.6,93.0,2000.0,False,False,False,54.11,0.5798,573306374.0,572052288.0,570180992.0,568332562.0,562862708.0,557554835.0,549474931.0,542574790.0,538617711.0,538678471.0,537663523.0,535216173.0,537073987.0,546848256.0,556070562.0,559195690.0,559489458.0,559355025.0
170.0,117,54.5512,9.4108,115.5,82.0,2525.0,False,False,False,69.06,0.816,835766927.0,835296322.0,834582905.0,834316554.0,833781419.0,832936047.0,832366352.0,832306272.0,831827214.0,831202494.0,831399882.0,831922715.0,832187407.0,832091034.0,832768537.0,832992219.0,832799911.0,832548184.0
5160.0,116,50.6697,-0.2783,140.0,112.0,3450.0,False,False,False,6.81,0.9112,1460436196.0,1461611181.0,1462064234.0,1459878627.0,1460164535.0,1459154074.0,1456241833.0,1454619074.0,1453106271.0,1449108413.0,1445967301.0,1444684124.0,1443979957.0,1442237239.0,1441644429.0,1441090717.0,1441085743.0,1441160322.0
