farm_id,n_turbines,pc1_angle,explained_var_ratio,centroid_lat,centroid_lon,lat_range_km,lon_range_km,med_hub_height,med_rotor_diam,med_capacity_kw,med_start_year,n_hub_height,n_rotor,n_capacity,n_start_year
5123,4,132.32,0.8921,49.4382,9.8722,0.92,0.45,73.0,52.9,800.0,,0,0,0,0
5124,4,16.13,0.6806,56.3196,8.4616,0.52,0.39,84.0,112.0,3.4,2018.0,4,4,4,4
5127,4,159.04,0.9987,56.3002,8.6319,1.81,2.69,48.0,54.2,1000.0,,0,0,0,0
4267,4,143.65,1.0,48.4283,-3.0225,0.66,0.6,87.0,82.0,2300.0,2013.0,4,4,4,4
5496,4,167.61,0.9549,53.3246,15.2448,0.54,0.91,108.0,90.0,2000.0,,0,0,4,0
5958,4,133.76,0.6403,52.6225,-3.8275,0.99,0.63,28.1,37.0,500.0,,0,0,0,0
6001,4,33.16,0.9996,49.9348,5.6203,2.09,2.03,85.0,112.0,3600.0,2021.0,0,0,4,4
5086,4,35.16,0.8697,53.1787,14.7531,0.58,0.5,78.0,90.0,2000.0,,0,0,4,0
5088,4,19.74,0.8974,52.0219,-4.6724,1.39,1.85,24.6,34.2,500.0,,1,1,0,0
5479,4,141.6,0.8927,52.0899,7.9425,0.89,0.59,131.0,120.0,3.6,,4,0,4,0
5092,4,45.55,0.6895,56.8438,10.0777,3.1,1.73,45.0,48.0,750.0,,0,0,0,0
5095,4,17.01,0.9807,56.7809,9.2456,0.88,1.57,31.0,29.0,225.0,,0,0,0,0
4271,4,171.96,0.8308,49.4166,9.4882,0.42,0.63,139.0,120.0,2500.0,2015.0,4,4,4,4
5050,4,167.62,0.994,46.0676,0.0547,0.26,0.93,95.0,110.0,2000.0,,4,4,4,0
4196,4,27.43,0.9342,58.3865,-6.4936,1.49,1.45,36.4,48.0,900.0,,0,0,3,0
2722,4,162.54,0.9597,53.106,14.2699,0.43,0.7,114.0,71.0,1900.0,2004.0,0,0,4,4
2740,4,6.99,0.8514,53.0728,9.6263,0.3,0.44,60.0,76.0,2000.0,,0,0,0,0
5061,4,179.95,0.7595,49.3694,5.9336,0.5,0.62,100.0,100.0,2000.0,2018.5,4,4,4,4
2761,4,155.66,1.0,48.2105,3.4457,0.54,0.79,78.5,92.5,2000.0,2011.0,4,4,4,4
5066,4,179.29,0.9459,45.9081,-0.7244,0.26,0.75,99.4,71.0,2000.0,2015.0,4,4,4,4
4595,4,2.38,0.9936,51.8041,7.5406,0.53,3.08,120.0,160.0,5500.0,2025.0,2,2,2,2
5723,4,58.68,0.925,53.313,9.3997,0.7,0.28,138.0,92.0,2350.0,2015.0,4,0,4,4
5453,4,150.18,0.565,47.9108,-0.4908,0.55,0.39,98.0,82.0,2150.0,,0,0,4,0
5456,4,156.56,0.7657,47.6947,0.3664,0.61,0.71,95.0,100.0,2000.0,2018.0,4,4,4,4
2140,4,55.29,0.9855,49.1447,6.9663,0.95,0.42,80.0,90.0,2000.0,,0,0,4,0
2523,4,160.45,0.9654,55.2341,8.9692,0.42,0.61,47.0,47.0,660.0,,0,0,0,0
2948,4,5.37,0.9965,39.9177,4.2586,0.07,0.46,44.8,59.0,0.8,,0,0,4,0
4240,4,65.05,0.8607,48.5375,11.556,1.95,0.79,160.0,115.7,4200.0,2025.0,3,0,3,3
5476,4,142.39,0.6665,53.3808,8.8069,0.56,0.33,135.0,101.0,3.0,,0,0,4,0
5960,4,41.99,0.9799,51.9651,5.9481,0.99,0.66,120.0,115.0,4200.0,,4,4,4,0
2681,4,9.18,0.7988,50.4078,9.0507,0.21,0.28,70.0,48.0,600.0,,0,0,4,0
2682,4,24.32,0.912,48.1636,8.3471,2.03,2.19,135.0,117.0,2400.0,,1,0,0,0
249,4,38.82,0.9307,49.068,11.164,0.68,0.46,61.3,44.0,0.7,2001.0,0,0,4,4
256,4,151.59,0.8658,52.1101,9.1062,0.75,0.71,53.9,71.0,2000.0,,0,0,2,0
2704,4,70.75,1.0,48.1921,-1.2163,2.34,0.54,85.0,82.0,2000.0,2010.0,3,3,4,3
544,4,21.73,0.9267,51.8693,11.8534,0.52,0.73,56.2,74.0,0.5,,0,0,1,0
545,4,144.58,0.9916,55.3632,13.2505,0.84,0.65,50.0,46.0,750.0,2000.0,4,4,4,4
2356,4,16.91,0.9905,53.2792,5.6443,1.49,3.41,30.0,31.0,300.0,2023.0,1,1,1,1
557,4,10.15,0.8797,48.0122,7.9037,0.28,0.48,163.5,104.0,3050.0,2014.0,4,4,4,4
4569,4,115.25,0.9163,46.2534,1.4663,1.3,0.52,90.0,97.0,2000.0,2013.0,4,4,4,4
4205,4,109.18,0.8822,50.1806,12.0951,1.0,0.33,141.0,117.0,2400.0,,0,0,0,0
4255,4,164.17,0.759,47.977,-4.3051,0.41,0.43,100.0,71.0,2300.0,,4,0,4,0
4593,4,92.42,0.9862,52.4542,18.7666,0.42,0.03,30.6,40.3,500.0,,0,0,0,0
4921,4,165.0,0.9517,56.2628,-2.8479,1.4,2.03,33.4,44.0,900.0,,0,0,0,0
4928,4,133.56,0.9457,57.5622,9.9618,2.41,1.25,30.0,25.0,200.0,,0,0,0,0
4206,4,65.31,0.9769,48.5085,11.3247,2.64,0.96,141.0,117.0,2.4,,0,0,3,0
4208,4,108.36,0.9679,60.5982,-0.8586,1.38,0.28,,,,,0,0,0,0
1393,4,148.96,0.8579,53.8442,11.529,0.41,0.34,65.0,40.3,500.0,,0,0,0,0
1224,4,13.01,0.8599,53.1972,8.0836,0.79,1.01,65.0,70.0,1800.0,,0,0,0,0
4547,4,175.23,0.9969,51.4523,0.3497,0.22,1.45,80.0,93.0,4000.0,,0,0,4,0
4894,4,156.18,0.9816,42.7553,-4.3452,0.89,1.36,68.3,90.0,2000.0,,0,0,0,0
4897,4,166.76,0.9543,53.9841,18.739,0.53,0.77,100.0,90.0,2000.0,,0,0,0,0
4898,4,52.78,0.9354,53.5647,18.6384,1.21,0.58,40.2,52.9,800.0,,0,0,0,0
2437,4,126.5,0.9636,56.1663,8.8725,4.59,1.91,31.0,27.0,150.0,,0,0,0,0
2438,4,0.44,0.9279,56.0006,8.8386,0.31,0.57,50.0,48.0,0.6,1998.0,3,3,3,3
5837,4,47.04,0.9773,37.0062,-3.6334,3.16,2.43,56.2,121.0,2500.0,,0,1,1,0
2440,4,93.97,1.0,56.1596,8.7262,0.75,0.03,49.0,52.0,0.8,2002.0,4,4,4,4
4553,4,135.25,0.9721,56.198,12.6918,1.93,1.07,62.5,76.0,2300.0,2010.0,4,4,4,4
4555,4,145.38,1.0,56.8426,9.3891,0.78,0.61,94.0,112.0,3000.0,,0,0,0,0
4557,4,153.19,0.9492,56.236,12.5706,0.92,0.7,67.0,75.5,1850.0,2005.5,4,4,4,4
5839,4,70.63,0.9949,47.6657,5.6776,1.4,0.34,100.0,100.0,2000.0,2019.0,4,4,4,4
5715,4,140.61,0.7688,54.8186,-2.9076,2.22,1.35,38.7,51.0,800.0,,0,0,0,0
2582,4,8.27,0.8268,49.0945,-1.36,0.32,0.46,120.3,71.0,2300.0,,4,0,4,0
4212,4,179.58,0.8052,50.6577,6.8657,0.15,0.19,50.0,48.0,0.8,2015.0,4,0,4,4
2588,4,164.98,0.9994,55.9647,11.369,1.18,2.43,35.0,37.0,500.0,,0,0,0,0
5530,4,34.46,0.8351,53.4567,8.921,0.78,0.64,98.0,103.0,2850.0,,0,0,4,0
4387,4,114.25,0.9998,51.7565,4.632,0.76,0.21,70.0,71.0,2300.0,,0,4,4,0
2592,4,13.34,0.9999,55.2664,11.3568,0.62,1.47,40.0,44.0,750.0,,0,0,0,0
1447,4,79.61,0.9999,55.1074,9.0961,0.55,0.06,40.0,27.0,0.2,1991.5,0,0,4,4
5846,4,146.32,0.9514,46.1406,-1.0018,0.06,0.05,88.7,116.8,3000.0,,0,0,0,0
437,4,72.24,0.8311,51.5733,7.4206,2.28,0.84,113.0,71.0,2.3,,0,0,3,0
438,4,122.02,1.0,52.401,4.6651,0.36,0.14,80.0,90.0,3000.0,,0,0,0,0
440,4,30.58,0.9513,50.7332,12.5509,0.87,0.79,100.0,80.0,3300.0,,0,0,4,0
2124,4,19.91,0.7579,54.8474,-3.347,0.6,0.5,80.0,82.0,2300.0,,0,0,0,0
1218,4,84.0,0.9982,48.177,-4.0555,0.94,0.07,98.0,71.0,2000.0,,4,0,4,0
459,4,10.31,0.9688,52.5755,10.9111,0.59,1.29,65.0,66.0,2000.0,,0,0,4,0
5848,4,173.41,0.9399,50.7219,9.6613,0.71,1.46,166.0,126.0,4200.0,2021.0,4,0,4,1
5150,4,137.39,1.0,56.3195,8.7694,0.83,0.5,91.5,117.0,3300.0,,0,0,0,0
4394,4,35.47,0.9196,50.9153,3.4227,0.6,0.47,108.0,82.0,2300.0,,0,0,0,0
5509,4,0.67,0.7728,53.4767,9.2624,0.82,0.84,140.0,52.9,3300.0,,4,0,4,0
5167,4,102.4,0.946,48.49,-2.9945,0.9,0.2,80.0,97.0,2100.0,2017.0,4,4,4,4
5692,4,101.66,0.7909,53.6597,-2.3782,1.48,0.6,80.0,82.0,2050.0,,0,0,0,0
5697,4,130.8,0.9985,56.631,-3.3102,0.73,0.35,61.5,81.0,2300.0,,0,0,0,0
2136,4,89.05,1.0,56.5055,8.783,1.78,0.02,80.0,27.0,2300.0,,3,0,3,0
5521,4,110.59,0.9653,53.1043,10.2863,1.44,0.37,135.0,115.7,3000.0,,0,0,4,0
384,4,117.35,0.62,53.0619,8.5491,0.75,0.37,67.0,66.0,1650.0,,0,0,3,0
5526,4,173.96,0.8609,52.8576,8.3868,0.44,0.7,149.0,115.0,3000.0,,0,4,4,0
2089,4,149.95,0.9989,48.6685,5.5053,0.53,0.62,80.0,82.0,2000.0,2007.0,4,4,4,4
1195,4,23.46,0.5691,50.441,9.3912,0.56,0.39,186.0,44.0,3000.0,2013.0,4,0,4,4
1207,4,88.23,0.9999,53.9096,13.094,0.76,0.01,33.4,44.0,600.0,,0,0,0,0
2822,4,110.65,0.9485,53.6749,8.9488,2.89,0.8,119.0,104.0,3400.0,,2,0,3,0
5703,4,159.52,0.9013,57.594,9.989,0.51,0.57,82.0,136.0,4200.0,2019.0,0,0,3,3
1179,4,91.6,0.9999,56.206,9.8423,0.61,0.01,45.0,47.0,660.0,2000.0,0,0,0,4
5705,4,159.28,0.5679,52.5369,-3.1276,1.0,0.69,30.0,28.0,275.0,,0,0,0,0
1495,4,176.73,0.9832,52.1135,11.2806,0.34,1.43,74.0,52.0,850.0,,0,0,0,0
5707,4,53.67,0.9975,54.7609,-4.9718,1.31,0.57,60.0,80.0,2000.0,,0,0,0,0
4851,4,168.06,0.9991,49.8139,4.447,0.48,1.42,80.0,100.0,2000.0,2016.0,4,4,4,4
4858,4,155.55,0.8035,54.8287,-1.838,2.28,2.1,59.0,82.0,2000.0,,0,0,0,0
4860,4,41.62,0.898,48.033,-2.0259,0.73,0.54,95.0,100.0,2050.0,,0,0,4,0
4865,4,142.04,0.9943,47.9808,-0.0924,0.69,0.57,78.0,90.0,2000.0,2016.0,4,4,4,4
4157,4,30.7,0.6774,48.8725,9.87,0.72,0.54,200.0,117.0,2400.0,2016.0,3,1,4,3
510,4,0.79,0.6702,51.7238,7.4698,0.45,0.4,115.0,73.0,2000.0,,4,4,4,0
515,4,47.46,0.9999,55.6335,12.0111,2.35,1.2,23.5,31.0,300.0,,0,0,0,0
2769,4,153.19,0.9953,44.6933,3.6282,0.7,1.05,60.0,80.0,1670.0,,0,0,4,0
4168,4,30.53,1.0,52.928,18.954,0.21,0.21,40.0,89.0,0.2,,4,0,4,0
2771,4,47.99,0.9219,60.3544,16.2837,3.06,1.64,95.0,100.0,1800.0,2012.0,4,4,4,4
5965,4,31.64,0.7834,58.55,-3.624,1.58,1.15,65.0,90.0,2500.0,,0,0,0,0
1456,4,11.23,0.9994,57.2734,10.1068,0.38,1.09,31.0,26.0,270.0,,0,0,0,0
313,4,151.01,0.8384,53.1552,10.7516,0.81,0.72,100.0,77.0,2000.0,,0,0,3,0
314,4,0.82,0.7641,51.5867,11.5511,0.26,0.28,69.0,44.0,0.6,,0,0,4,0
4522,4,95.54,0.9657,48.3644,7.9795,1.77,0.26,149.0,115.0,3.0,2017.0,4,4,4,1
5205,4,137.25,0.7772,53.5586,15.7792,0.86,0.56,91.1,120.0,2500.0,,0,0,4,0
5208,4,23.93,0.9756,52.0277,17.6634,1.44,1.66,75.9,100.0,2000.0,,0,0,0,0
6268,4,80.69,0.9938,48.2131,1.9572,1.38,0.16,96.0,117.0,3450.0,2021.0,4,4,4,4
5212,4,49.62,0.8322,57.4215,12.2393,1.42,0.76,100.0,90.0,2000.0,2012.0,4,4,4,4
4530,4,139.7,0.703,50.9809,6.637,1.18,0.73,117.0,117.0,3300.0,,0,0,0,0
4536,4,154.24,0.9911,51.5179,6.5956,0.72,0.87,122.1,115.7,3000.0,,0,0,0,0
4184,4,120.63,0.9708,49.3713,10.5425,1.05,0.39,140.0,112.5,2500.0,2015.0,4,4,4,4
2090,4,44.49,0.9971,55.3239,10.4657,2.32,1.37,40.0,44.0,600.0,,0,0,0,0
1481,4,156.8,1.0,56.3186,10.2552,0.4,0.52,45.0,48.0,750.0,,0,0,0,0
1309,4,121.29,0.9976,51.0743,9.4294,1.87,0.7,100.0,82.0,2300.0,,0,0,4,0
1484,4,101.45,0.9395,48.3234,-3.756,0.92,0.2,98.0,82.0,2300.0,2018.0,4,4,4,4
5179,4,160.36,0.7363,53.574,-1.6188,1.92,1.58,53.9,71.0,2300.0,,0,0,0,0
1405,4,152.92,0.8442,53.5627,8.1384,0.64,0.58,61.5,81.0,2300.0,,0,0,0,0
5189,4,98.57,0.7999,53.8279,13.3219,0.83,0.23,200.0,54.0,3.4,2018.0,4,0,4,4
1342,4,68.62,0.9059,51.5336,8.1509,0.87,0.26,99.8,70.0,1800.0,,4,4,4,0
4329,4,5.25,0.9248,52.3434,-0.2945,0.39,0.8,80.0,100.0,2500.0,,0,0,4,0
2608,4,95.07,0.9854,50.6792,9.0077,0.67,0.05,85.0,70.0,1800.0,,0,0,4,0
2625,4,60.52,0.898,49.2433,10.057,1.04,0.49,73.0,52.9,0.8,,0,0,2,0
4330,4,48.2,0.9983,58.1458,13.7974,2.49,1.15,102.0,136.0,3600.0,2018.0,4,4,4,4
2630,4,14.67,0.8943,47.9488,-2.0347,0.28,0.57,98.0,82.0,2100.0,2010.0,0,0,4,3
4337,4,161.68,1.0,52.1327,4.5377,0.51,0.95,84.0,82.0,3000.0,2016.0,0,0,4,4
2640,4,135.39,0.7837,51.8512,19.0297,0.89,0.58,55.0,48.0,600.0,,0,0,0,0
5228,4,2.07,0.9024,53.6124,17.8816,0.68,1.14,105.0,90.0,2000.0,,0,0,0,0
5237,4,48.95,0.9618,50.8104,9.5455,1.0,0.55,146.0,92.5,2.0,2013.0,4,0,4,4
285,4,125.91,0.9363,48.5789,9.7501,0.82,0.37,105.0,90.0,2000.0,,0,0,2,0
288,4,31.21,0.8874,51.2973,13.81,0.58,0.49,65.0,47.0,0.7,,4,4,4,0
5252,4,119.76,0.996,53.1344,-2.4601,1.17,0.38,80.0,90.0,2650.0,,0,0,0,0
5255,4,177.86,0.999,58.5077,14.5146,0.06,0.59,34.0,23.0,140.0,1998.0,3,3,3,4
292,4,8.42,0.9103,52.467,10.1017,0.3,0.59,81.5,80.0,2000.0,,4,0,4,0
4478,4,155.34,0.886,48.1405,6.0994,0.74,0.86,90.0,100.0,2000.0,,4,4,4,0
4338,4,120.16,0.9511,58.49,15.172,2.5,0.93,105.0,101.0,2300.0,2015.0,4,4,4,4
1354,4,74.8,0.8474,55.7728,13.1956,1.37,0.33,78.0,82.0,2300.0,2016.0,4,4,4,4
4344,4,157.04,1.0,48.9841,-0.709,0.4,0.62,80.0,100.0,2500.0,2016.0,4,4,4,4
4356,4,152.35,0.995,49.0438,10.3909,1.08,1.4,137.0,126.0,3300.0,,0,0,4,0
1363,4,116.96,0.5518,50.446,6.2418,0.62,0.39,78.0,80.0,2000.0,,0,0,4,0
5924,4,163.0,0.9997,53.1495,15.2959,0.46,0.91,100.0,100.0,2500.0,,0,0,4,0
5836,4,171.18,0.8218,62.6816,16.6216,0.85,0.75,110.0,114.0,2000.0,2014.0,4,4,4,4
5227,4,137.52,0.994,51.7785,-3.276,1.32,0.84,100.0,40.0,2.0,2018.0,3,0,3,3
1229,4,72.38,0.8776,48.2641,8.5084,1.16,0.36,74.0,52.0,900.0,,0,0,0,0
426,4,141.6,1.0,54.1889,13.2745,0.45,0.33,40.5,39.0,0.5,,0,0,4,0
5926,4,146.47,1.0,52.4953,6.0072,0.9,0.83,62.2,82.0,3000.0,,0,0,0,0
4444,4,159.53,0.8165,51.1312,6.7045,0.51,0.6,123.4,82.0,2.3,2016.0,2,2,2,2
4447,4,5.43,0.8961,49.2845,7.3594,0.44,0.83,141.0,117.0,2.4,2017.0,4,4,4,4
2424,4,178.36,0.8861,48.4329,1.7698,0.72,1.29,85.0,70.0,2000.0,2006.0,4,4,4,4
2204,4,163.1,0.9978,46.3491,-0.1624,0.49,1.03,100.5,87.0,2000.0,,4,4,4,0
5927,4,15.44,0.995,51.9786,6.1312,0.55,1.19,105.0,90.0,2000.0,,0,0,0,0
1305,4,165.99,0.9998,51.4954,-0.4352,0.21,0.49,15.2,20.0,0.0,,0,0,2,0
4466,4,157.49,1.0,55.6898,8.5231,0.56,0.76,49.0,52.0,850.0,,0,0,0,0
4314,4,139.84,0.9008,50.1718,10.8798,0.8,0.55,141.0,117.0,2400.0,,4,4,0,0
4749,4,26.72,0.617,52.5293,15.9166,2.0,1.45,,,,,0,0,0,0
2956,4,170.71,0.8657,53.5111,19.0397,0.83,1.15,60.7,80.0,2000.0,,0,0,0,0
4471,4,129.36,0.9953,48.941,11.2603,1.43,0.75,139.0,120.0,2750.0,,0,0,0,0
4146,4,4.67,0.9731,51.5253,21.1551,0.59,1.88,105.0,90.0,2000.0,,0,0,0,0
2262,4,139.51,0.7804,52.9822,9.2875,0.63,0.38,117.0,66.0,1650.0,,4,4,4,0
2264,4,173.27,0.7479,55.8465,8.8688,0.28,0.25,50.0,52.0,850.0,,0,0,0,0
5327,4,79.37,0.9868,51.137,18.8827,1.73,0.24,105.0,90.0,2000.0,,0,0,0,0
1415,4,139.17,0.9726,52.8393,7.1927,1.33,0.87,138.4,82.0,3000.0,,0,0,0,0
1279,4,150.22,1.0,57.4448,10.5605,0.62,0.58,80.0,90.0,2.6,2003.0,4,4,4,4
577,4,178.43,0.8774,54.241,13.152,0.27,0.44,65.0,40.3,500.0,,0,0,0,0
1283,4,8.22,0.7718,50.2434,7.0535,1.48,1.73,82.0,54.0,1.0,2000.0,4,4,4,3
578,4,169.41,0.9511,51.7093,5.0742,0.31,0.77,85.0,77.0,1500.0,,4,4,4,0
1289,4,24.4,0.9942,52.9525,11.1225,0.81,1.07,50.0,44.0,0.6,,4,4,1,0
582,4,37.37,0.9484,52.6384,10.2356,0.62,0.5,70.0,48.0,0.8,,4,0,4,0
5288,4,167.49,0.6072,50.5747,4.3044,0.64,0.49,150.0,114.0,3400.0,2018.0,4,0,4,4
224,4,156.09,0.8674,54.3582,10.4027,0.44,0.49,59.0,82.0,1650.0,,0,0,3,0
1519,4,166.97,0.9972,55.117,14.7365,0.55,1.24,45.0,50.0,0.8,2002.0,3,3,3,3
5304,4,159.77,1.0,47.0926,1.8314,0.43,0.79,95.0,110.0,2200.0,,4,4,4,0
5886,4,126.23,0.9617,53.6967,-1.8254,2.4,1.09,60.0,80.0,2000.0,,0,0,0,0
5315,4,8.67,0.8999,50.2381,10.3721,0.34,0.71,140.0,112.0,3300.0,,4,0,4,0
4507,4,175.41,0.9994,47.6265,-2.2296,0.13,1.18,101.0,92.0,2.0,2014.0,4,4,4,4
5979,4,162.85,0.8967,47.1602,-1.1455,0.39,0.64,62.2,82.0,2300.0,,0,0,4,0
2186,4,144.36,0.9419,48.0996,1.7541,1.97,2.02,80.0,90.0,2300.0,,0,0,4,0
4513,4,62.33,0.8843,50.0995,7.3624,3.12,1.21,141.0,117.0,2.4,2015.0,4,4,4,4
2188,4,163.0,0.9862,48.3402,1.681,0.73,1.55,80.0,90.0,2300.0,2006.0,4,4,4,4
2256,4,114.4,1.0,56.4244,9.0208,0.66,0.16,50.0,47.0,660.0,,0,0,0,0
5635,4,116.67,0.9663,48.3251,8.1886,2.6,0.94,60.0,138.0,4200.0,2021.0,0,4,4,4
2192,4,24.75,0.9916,49.9166,1.2991,0.87,1.19,80.0,90.0,2500.0,2007.0,4,4,4,4
5892,4,148.39,0.9163,57.7495,13.8043,1.28,0.83,95.0,110.0,2200.0,2017.0,4,4,4,4
4296,4,10.82,0.9958,51.7089,8.0999,0.78,2.09,140.0,82.0,1151.2,,4,4,4,0
5939,4,4.44,0.945,50.2107,4.17,0.45,1.32,75.9,100.0,2500.0,,0,0,4,0
2662,4,97.64,0.8268,59.5194,-1.6327,0.57,0.15,,,0.1,,0,0,3,0
2673,4,170.25,0.9363,51.7115,15.597,0.68,1.28,58.4,77.0,1500.0,,0,0,0,0
5654,4,171.79,0.8086,51.7023,6.7683,0.59,0.65,149.0,115.7,3000.0,2017.0,0,0,4,4
5902,4,19.7,0.955,54.2981,-5.7007,1.95,2.5,22.0,29.0,225.0,,0,0,0,0
5904,4,127.66,0.9989,54.8174,-4.0161,1.04,0.48,40.2,52.9,800.0,,0,0,0,0
2393,4,139.39,0.9671,56.2554,8.2726,3.64,2.11,32.0,54.0,0.9,1978.0,2,1,1,1
5909,4,137.85,1.0,55.7481,-2.332,0.13,0.08,102.0,62.0,1300.0,,0,0,0,0
5608,4,47.66,0.9786,52.4947,9.0506,1.0,0.59,42.5,56.0,3200.0,,0,0,4,0
4133,4,118.89,0.7925,48.7706,10.1203,0.89,0.44,141.0,117.0,2400.0,,0,0,4,0
4728,4,89.19,0.813,54.539,-0.9345,3.32,0.94,100.0,51.0,2500.0,,1,0,1,0
5810,4,176.95,0.9846,58.4328,13.0328,0.29,1.14,73.0,53.0,800.0,2009.0,4,4,4,4
5619,4,20.65,0.9205,51.7473,6.3256,1.43,1.82,114.0,131.0,3300.0,,0,0,4,0
470,4,176.24,0.9824,49.6269,7.1435,0.44,1.91,138.0,92.0,2.4,2014.0,4,4,4,4
471,4,4.7,0.8319,54.6432,9.7065,0.31,0.39,32.6,43.0,600.0,,0,0,0,0
330,4,79.93,0.9548,53.7945,11.0158,1.91,0.36,22.0,29.0,0.2,,0,0,2,0
346,4,29.69,0.9289,53.6506,7.942,2.09,1.84,21.3,28.0,0.5,,0,0,1,0
1154,4,155.84,0.8656,51.8624,6.2541,0.66,0.69,100.0,77.0,2750.0,,0,0,2,0
2367,4,90.69,0.9992,55.328,12.4286,3.23,0.06,35.0,39.0,500.0,,0,0,0,0
2176,4,116.27,0.8723,42.7493,-6.0894,0.69,0.31,66.0,87.0,2000.0,,0,0,0,0
2371,4,10.1,0.9617,52.7023,5.6583,1.0,2.26,35.7,47.0,750.0,,0,0,0,0
2377,4,153.73,0.9142,51.6845,4.5977,1.97,2.23,50.1,66.0,1750.0,,0,0,0,0
5941,4,32.12,0.9069,51.7112,5.2748,1.09,0.94,178.0,117.0,3600.0,,3,3,4,0
5585,4,159.17,0.9926,47.714,-2.4727,0.95,1.67,108.0,82.0,2300.0,2017.0,4,4,4,4
4280,4,78.36,0.9533,50.3275,2.4305,0.95,0.2,105.0,90.0,3000.0,2013.0,0,0,4,4
5588,4,49.13,1.0,44.2807,3.0319,0.56,0.34,59.0,82.0,2350.0,2017.0,4,4,4,4
5589,4,173.31,0.9835,49.7099,10.5683,0.58,2.17,169.0,112.0,4650.0,,2,0,4,0
5590,4,66.93,0.9893,54.1481,-0.472,2.74,0.85,80.0,90.0,3000.0,,0,0,0,0
4282,4,97.83,0.9117,49.3156,6.8735,1.06,0.21,149.0,115.0,3.0,2018.0,4,4,4,4
5862,4,30.06,0.9121,48.4481,-1.6212,0.9,0.92,116.0,117.0,3000.0,2021.0,4,4,4,4
329,4,8.18,0.9599,50.7627,12.3902,0.39,0.79,105.0,90.0,0.6,,0,0,2,0
4692,4,165.05,0.9964,51.9007,4.2955,0.46,1.06,80.0,90.0,3600.0,,0,0,2,0
5603,4,165.24,0.6674,55.6668,-3.7298,2.16,1.71,58.4,77.0,1670.0,,0,0,0,0
5921,4,179.15,0.7951,53.8094,13.4682,0.72,0.85,137.0,126.0,3600.0,2018.0,4,0,4,1
5871,4,107.12,0.9612,45.9485,4.3916,0.98,0.23,120.0,,3000.0,,4,0,4,0
4701,4,1.95,1.0,51.6726,19.6647,0.03,0.59,80.5,106.0,3000.0,,0,0,0,0
5943,4,5.62,0.9017,55.8825,14.1646,0.45,0.78,95.0,90.0,2000.0,2008.5,4,4,4,4
5879,4,19.06,1.0,51.3118,5.848,0.97,1.75,209.5,149.1,4500.0,2021.0,4,4,4,4
5574,4,155.6,0.9778,50.1086,2.6196,1.11,1.29,84.0,82.0,2300.0,2019.0,4,4,4,4
5393,4,41.77,0.9996,57.6423,-7.371,1.79,1.07,8.0,44.0,900.0,,4,0,0,0
5575,4,143.51,0.996,46.6364,3.9542,0.87,0.81,114.0,131.0,3000.0,2019.0,4,4,4,4
1247,4,107.68,0.9765,48.6973,9.9482,0.77,0.16,120.0,77.0,1.5,,4,0,4,0
5944,4,29.65,0.9337,51.2355,5.3937,1.25,1.46,97.5,145.0,4000.0,,3,3,3,0
5579,4,19.01,0.7445,49.2824,-0.9693,0.48,0.45,80.0,100.0,2200.0,2018.0,4,4,4,4
1127,4,165.62,0.9814,48.306,-3.807,0.33,0.8,65.0,71.0,2000.0,2008.0,4,4,4,4
4436,4,166.99,0.9995,50.9138,18.9053,0.55,1.56,105.0,90.0,2000.0,,0,0,0,0
4691,4,11.35,0.7338,53.1118,12.2824,0.29,0.28,30.4,40.0,600.0,,0,0,0,0
4437,4,164.25,0.9999,51.5213,5.2334,0.69,1.53,91.0,117.0,2400.0,,0,0,4,0
2230,4,48.02,1.0,55.3979,10.534,0.51,0.26,70.5,44.0,0.7,1998.0,4,1,4,4
2238,4,150.09,1.0,55.4606,10.5115,0.77,0.75,80.0,93.0,2.3,2010.0,4,4,4,4
2970,4,142.01,0.96,41.5779,-5.7174,0.68,0.58,68.3,90.0,2500.0,,0,0,4,0
2081,4,153.02,1.0,56.4149,9.5309,0.42,0.46,50.0,47.0,660.0,,0,0,0,0
1108,4,173.33,0.6416,47.1451,-0.653,0.51,0.48,83.0,90.0,2500.0,2007.0,4,4,4,4
1113,4,7.33,0.8007,52.7073,9.9698,0.38,0.48,73.5,75.0,400.4,,4,0,4,0
4103,4,158.77,0.9998,52.9877,-4.2744,1.16,1.75,21.3,28.0,225.0,,0,0,0,0
4105,4,16.61,0.933,50.734,8.4947,0.7,1.03,149.0,115.0,3.0,,4,4,4,0
4115,4,19.22,0.726,56.172,-3.2666,0.57,0.41,65.0,90.0,2500.0,,0,0,0,0
1106,4,156.55,0.8839,52.56,-0.1773,0.65,0.75,68.3,90.0,3000.0,,0,0,0,0
649,4,137.13,0.9968,55.8939,12.1972,1.98,1.13,40.0,47.0,660.0,,0,0,0,0
4069,4,128.19,0.9205,49.6802,9.4922,0.59,0.33,78.0,40.0,600.0,,0,0,0,0
4078,4,133.51,0.9999,53.1861,18.4171,0.17,0.1,30.4,40.0,600.0,,0,0,0,0
4079,4,29.85,0.6402,54.0461,9.42,0.66,0.47,99.0,101.0,3000.0,,0,0,4,0
4083,4,52.1,0.7417,56.0304,-3.8671,0.78,0.37,75.0,100.0,2850.0,,0,0,4,0
6047,4,130.54,0.9854,53.4153,18.9199,1.48,0.77,115.0,108.0,3000.0,,0,0,4,0
